title,subject,year_group,key_stage,unit,learning_objective,oak_url
Earth's atmosphere (approximate values),Science,Year 11,ks4,,I can describe the composition of Earth's atmosphere.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/atmosphere-and-changing-climate/lessons/earths-atmosphere-approximate-values
Earth's resources and sustainable development,Science,Year 11,ks4,,"I can describe examples of how humans can ‘reduce, reuse and recycle’ to support sustainable development.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/using-earths-resources/lessons/earths-resources-and-sustainable-development
Earth's resources and sustainable development,Science,Year 11,ks4,,"I can describe examples of how humans can ‘reduce, reuse and recycle’ to support sustainable development.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/using-earths-resources/lessons/earths-resources-and-sustainable-development
Effect of osmosis and sugar concentration on the mass of plant tissue: analysis,Science,Year 11,ks4,,"I can interpret a graph showing the effect of sugar concentration on the mass of potato tissue, and explain the results.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/coordination-and-control-maintaining-a-constant-internal-environment/lessons/the-effect-of-sugar-concentration-on-the-mass-of-plant-tissue-data-analysis
Effect of osmosis and sugar concentration on the mass of plant tissue: analysis,Science,Year 11,ks4,,"I can interpret a graph showing the effect of sugar concentration on the mass of potato tissue, and explain the results.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/coordination-and-control-maintaining-a-constant-internal-environment/lessons/the-effect-of-sugar-concentration-on-the-mass-of-plant-tissue-data-analysis
Effect of osmosis and sugar concentration on the mass of plant tissue: practical,Science,Year 11,ks4,,I can carry out an investigation into the effect of sugar solution concentration on the mass of fresh potato tissue.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/coordination-and-control-maintaining-a-constant-internal-environment/lessons/the-effect-of-sugar-concentration-on-the-mass-of-plant-tissue-practical
Effect of osmosis and sugar concentration on the mass of plant tissue: practical,Science,Year 11,ks4,,I can carry out an investigation into the effect of sugar solution concentration on the mass of fresh potato tissue.,https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/coordination-and-control-maintaining-a-constant-internal-environment/lessons/the-effect-of-sugar-concentration-on-the-mass-of-plant-tissue-practical
Electric cells and batteries,Science,Year 11,ks4,,I can describe how an electric cell works and how electric cells are combined to produce batteries of different voltages.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electric-cells-and-batteries
Electric generators,Science,Year 11,ks4,,I can describe how a dynamo works to generate DC and how an alternator works to generate AC.,https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/electromagnetism/lessons/electric-generators
Electrolysis of aqueous solutions,Science,Year 11,ks4,,"I can describe the reactions of electrolysis of an aqueous solution, including the tests for identifying the products.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-of-aqueous-solutions
Electrolysis of aqueous solutions,Science,Year 11,ks4,,"I can describe the reactions of electrolysis of an aqueous solution, including the tests for identifying the products.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-of-aqueous-solutions
Electrolysis of molten salts,Science,Year 11,ks4,,"I can explain why salts can be electrolysed when in their liquid state, and describe the reactions taking place.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-of-molten-salts
Electrolysis of molten salts,Science,Year 11,ks4,,"I can explain why salts can be electrolysed when in their liquid state, and describe the reactions taking place.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-of-molten-salts
Electrolysis: aqueous solutions practical,Science,Year 11,ks4,,I can investigate what happens when aqueous solutions are electrolysed with inert electrodes.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-aqueous-solutions-practical
Electrolysis: aqueous solutions practical,Science,Year 11,ks4,,I can investigate what happens when aqueous solutions are electrolysed with inert electrodes.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-aqueous-solutions-practical
Electrolysis: brine,Science,Year 11,ks4,,"I can describe the reactions of electrolysis of an aqueous solution of sodium chloride, including the tests for identifying the products.",https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-brine
Electrolysis: brine,Science,Year 11,ks4,,"I can describe the reactions of electrolysis of an aqueous solution of sodium chloride, including the tests for identifying the products.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-brine
Electrolysis: extracting aluminium,Science,Year 11,ks4,,I can explain why electrolysis is required for the extraction of aluminium from its ore and describe the process.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-extracting-aluminium
Electrolysis: extracting aluminium,Science,Year 11,ks4,,I can explain why electrolysis is required for the extraction of aluminium from its ore and describe the process.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-extracting-aluminium
Electrolysis: purifying copper,Science,Year 11,ks4,,I can investigate what happens when a solution of copper sulfate is electrolysed with copper electrodes.,https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-purifying-copper
Electrolysis: purifying copper,Science,Year 11,ks4,,I can investigate what happens when a solution of copper sulfate is electrolysed with copper electrodes.,https://www.thenational.academy/teachers/programmes/chemistry-secondary-ks4-foundation-aqa/units/electrolysis/lessons/electrolysis-purifying-copper
"Electron microscopy, and the size and scale of cells",Science,Year 11,ks4,,"You can describe the size and scale of cells and cell structures, and explain how electron microscopy has increased our understanding of sub-cellular structures.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-foundation-aqa/units/classification-in-modern-biology/lessons/electron-microscopy-and-the-size-and-scale-of-cells
"Electron microscopy, and the size and scale of cells",Science,Year 11,ks4,,"You can describe the size and scale of cells and cell structures, and explain how electron microscopy has increased our understanding of sub-cellular structures.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-foundation-aqa/units/classification-in-modern-biology/lessons/electron-microscopy-and-the-size-and-scale-of-cells
"Electron microscopy, and the size and scale of cells: including standard form",Science,Year 11,ks4,,"I can describe the size and scale of cells and cell structures, and explain how electron microscopy has increased our understanding of sub-cellular structures.",https://www.thenational.academy/teachers/programmes/combined-science-secondary-ks4-higher-aqa/units/classification-in-modern-biology/lessons/electron-microscopy-and-the-size-and-scale-of-cells-including-standard-form
"Electron microscopy, and the size and scale of cells: including standard form",Science,Year 11,ks4,,"I can describe the size and scale of cells and cell structures, and explain how electron microscopy has increased our understanding of sub-cellular structures.",https://www.thenational.academy/teachers/programmes/biology-secondary-ks4-higher-aqa/units/classification-in-modern-biology/lessons/electron-microscopy-and-the-size-and-scale-of-cells-including-standard-form
Emitters of infrared & black body radiation,Science,Year 11,ks4,,"I can describe how to investigate the emission of infrared by different surfaces, state what is meant by a ‘black body’ radiator and explain how radiation affects an object’s temperature.",https://www.thenational.academy/teachers/programmes/physics-secondary-ks4-higher-aqa/units/electromagnetic-waves/lessons/emitters-of-infrared-and-black-body-radiation
